,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type
52401020910002,2,"POLYGON ((532088.33 164909.35, 532072.6 164899.85, 532078.4 164890.15, 532094.15 164899.55, 532089.18 164907.91, 532088.33 164909.35))",False,8.45,0.08380078818255092,,POST-1980,Office,Office,,,,,,,,,,,,,,,,,,,532083.37932651,164899.73245246845,4.0,nondom
52401020910003,3,"POLYGON ((532081.01 164869, 532086.64 164859.59, 532091.54 164851.4, 532105.19 164859.79, 532103.75 164862.2, 532106.72 164863.97, 532099.69 164875.97, 532094.35 164885.1, 532086.16 164880.21, 532084.05 164878.95, 532077.4 164875.03, 532081.01 164869))",False,6.69,0.13291957137773797,,1918-1939,Office,Office,Office,,,,,,,,,,,,,,,,,,532092.5849300703,164868.40732842946,2.0,nondom
52401021010001,1,"POLYGON ((531990.26 164676.37, 531983.5 164674.2, 531986.35 164665.4, 531993.21 164667.64, 531990.26 164676.37))",False,11.89,0.11558088512188837,,PRE-1914,Office,,,,,,,,,,,,,,,,,,,,531988.3317475546,164670.88985609764,1.0,nondom
52401021810005,2,"POLYGON ((532431.2 164557.13, 532428.55 164561.75, 532427.75 164561.6, 532421.89 164557.83, 532420.6 164557, 532421.15 164555.4, 532416.2 164552.25, 532417.78 164549.17, 532431.2 164557.13))",False,8.62,0.1252348489776673,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532423.9849396183,164555.68727384278,1.0,nondom
52401021810006,3,"POLYGON ((532428.25 164530.64, 532427.05 164533.9, 532439.55 164539.4, 532438.1 164543.85, 532437 164547.05, 532422.45 164540.6, 532422.65 164540.25, 532419.45 164538.4, 532417.25 164537.15, 532420 164529.85, 532418.15 164529.15, 532418.95 164526.9, 532421.1 164527.72, 532428.25 164530.64))",False,8.77,0.15019827301711827,,1945-1980,Office,Office,Office,,,,,,,,,,,,,,,,,,532427.7132145299,164537.5010471595,3.0,nondom
52401021810009,1,"POLYGON ((532276.18 164730.66, 532280.8 164725.05, 532288 164729.4, 532285.35 164732.85, 532288.3 164735.9, 532287.5 164736.7, 532288.35 164737.55, 532285.55 164740.3, 532286.5 164741.3, 532291.21 164736.66, 532295.15 164740.45, 532287.42 164748.17, 532273.35 164734.1, 532276.18 164730.66))",False,3.51,0.17036109263976654,,1918-1939,Office,,,,,,,,,,,,,,,,,,,,532283.7492213747,164736.523816039,2.0,nondom
52401021810011,1,"POLYGON ((532213.85 164545.75, 532208.2 164556.45, 532192.15 164547.8, 532197.65 164537.25, 532204.3 164540.75, 532205.1 164539.3, 532207.9 164540.7, 532207.15 164542.3, 532213.85 164545.75))",False,4.29,0.1071617331263575,,1945-1980,Community,,,,,,,,,,,,,,,,,,,,532203.0555285795,164546.68148025294,3.0,nondom
52401021810012,2,"POLYGON ((532434.75 164550.96, 532437 164547.05, 532422.45 164540.6, 532420.6 164544.65, 532423.74 164546.36, 532425.52 164547.33, 532424.45 164549, 532419.69 164546.41, 532419.3 164546.2, 532417.78 164549.17, 532431.2 164557.13, 532434.14 164552.02, 532434.75 164550.96))",False,9.05,0.08187155539872172,,PRE-1914,Office,Office,,,,,,,,,,,,,,,,,,,532427.7002429898,164548.73704925406,1.0,nondom
52401021810014,1,"POLYGON ((532221.599 164496.181, 532218.837 164494.825, 532209.841 164512.658, 532211.721 164513.601, 532212.615 164514.05, 532213.188 164514.338, 532221.756 164518.639, 532222.184 164517.644, 532223.302 164518.212, 532225.598 164519.378, 532226.952 164516.652, 532231.316 164518.82, 532236.852 164521.57, 532234.726 164525.695, 532235.677 164526.169, 532238.493 164527.572, 532239.896 164528.272, 532240.92 164528.782, 532238.647 164533.345, 532240.27 164534.144, 532242.692 164535.336, 532242.845 164535.171, 532245.369 164536.437, 532244.491 164538.278, 532244.235 164538.816, 532243.433 164540.499, 532247.034 164542.459, 532246.539 164543.3, 532248.71 164544.73, 532250.221 164542.177, 532250.88 164542.63, 532248.96 164545.43, 532248.05 164546.75, 532274.16 164564.38, 532273.3 164565.72, 532275.4 164567.25, 532276.34 164565.86, 532282.55 164570.05, 532286.45 164564.3, 532289.8 164566.5, 532297.05 164555.75, 532285.5 164547.85, 532285.2 164548.3, 532282.7 164546.6, 532282.64 164546.69, 532279.8 164550.9, 532278.63 164550.11, 532270.67 164544.72, 532261 164538.17, 532261.93 164536.8, 532261.35 164536.41, 532255.63 164532.55, 532255.35 164532.97, 532255.071 164533.379, 532253.908 164532.303, 532254.05 164532.091, 532254.968 164530.726, 532256.029 164529.15, 532252.817 164526.961, 532251.269 164525.906, 532249.42 164524.646, 532251.498 164520.474, 532250.963 164520.202, 532243.813 164516.557, 532243.04 164516.163, 532242.505 164515.89, 532242.218 164515.744, 532241.77 164516.597, 532238.868 164515.109, 532241.16 164510.536, 532233.006 164506.394, 532231.891 164505.828, 532231.315 164506.8, 532228.43 164505.287, 532230.685 164500.643, 532221.599 164496.181))",False,4.78,0.12259078908520349,,PRE-1914,Education,,,,,,,,,,,,,,,,,,,,532252.7925206183,164534.88408071996,1.0,nondom
52401021910001,3,"POLYGON ((532421.98 164745.21, 532422.27 164741.12, 532421.05 164740.97, 532411.9 164739.85, 532411.7 164741.35, 532408.85 164741, 532408.7 164742.25, 532407.65 164742.1, 532407.48 164743.55, 532407.3 164745.1, 532408.5 164745.25, 532408.35 164746.45, 532411.4 164746.8, 532411.262 164747.838, 532411.26 164747.85, 532411.26 164747.86, 532411.54 164747.94, 532421.7 164749.3, 532421.98 164745.21))",False,7.31,0.11986133331997689,,1918-1939,Office,Office,Office,,,,,,,,,,,,,,,,,,532415.4657041342,164744.41875351666,2.0,nondom
52401021910003,1,"POLYGON ((532405.6 164698.09, 532406 164693.6, 532417.34 164694.52, 532424.73 164695.12, 532424.21 164700.16, 532406.1 164698.2, 532405.6 164698.09))",False,7.39,0.13589177689339982,,1918-1939,Shop,,,,,,,,,,,,,,,,,,,,532415.2980629974,164696.77002257,2.0,nondom
52401021910008,4,"POLYGON ((532396.93 164680.78, 532394.6 164678.8, 532396.95 164676.05, 532399.2 164677.9, 532400.6 164679.05, 532410.95 164680.08, 532414.6 164680.45, 532425.05 164681, 532425.7 164681.05, 532425.31 164686.8, 532412.95 164685.51, 532409.5 164685.15, 532407.9 164684.9, 532407.05 164684.7, 532399.33 164682.7, 532396.93 164680.78))",False,6.29,0.1573029311010165,,PRE-1914,Shop,Shop,Shop,Shop,,,,,,,,,,,,,,,,,532411.3406352552,164682.32624324583,1.0,nondom
52401021910009,2,"POLYGON ((532400.05 164777.55, 532406.95 164777.76, 532419.91 164778.15, 532419.88 164783.4, 532409.2 164783.35, 532402.45 164783.31, 532400.1 164783.3, 532400.05 164777.55))",False,7.52,0.12278013221096604,,PRE-1914,Office,Office,,,,,,,,,,,,,,,,,,,532409.8360660289,164780.5965832901,1.0,nondom
52401021910010,2,"POLYGON ((532398.9 164759.15, 532403.85 164759.6, 532403.69 164763.51, 532396.55 164762.85, 532394.2 164762.65, 532394.55 164759.61, 532395.05 164755.27, 532395.6 164750.45, 532395.1 164748.15, 532391.2 164746.55, 532388.85 164752.85, 532392.45 164754.25, 532390.94 164758.22, 532383.5 164755.35, 532380.15 164754.05, 532381.5 164750.15, 532365.33 164743.74, 532368.14 164738.59, 532371.01 164733.33, 532371.652 164732.151, 532372.144 164731.253, 532383.957 164737.006, 532400.15 164743.65, 532401.3 164745.31, 532400.76 164749.41, 532399.8 164756.67, 532399.3 164756.6, 532398.9 164759.15))",False,4.7,0.12840060840303885,,PRE-1914,Factory,Factory,,,,,,,,,,,,,,,,,,,532385.1647683483,164746.1966416934,1.0,nondom
52401021910012,1,"POLYGON ((532422.79 164715.36, 532422.78 164715.62, 532421.23 164738.81, 532406.85 164737.25, 532405.35 164737.05, 532393.1 164733.8, 532394.03 164731.28, 532394.91 164728.89, 532399.35 164716.9, 532402.25 164718.15, 532405.85 164718.9, 532406.24 164714.99, 532408.55 164715.1, 532408.65 164714.05, 532412.7 164714.3, 532412.8 164714.75, 532422.79 164715.36))",False,7.71,0.1911863483562674,,1918-1939,Hospitality,,,,,,,,,,,,,,,,,,,,532409.7915594021,164726.7094014402,2.0,nondom
52401021910013,2,"POLYGON ((532379.95 164754.55, 532380.15 164754.05, 532381.5 164750.15, 532365.33 164743.74, 532362.3 164748.35, 532358.95 164755.4, 532362.42 164756.92, 532365 164758.05, 532367.52 164759.15, 532371.27 164760.79, 532371.75 164761, 532374.25 164764.85, 532373.57 164767.03, 532375.57 164767.68, 532378.15 164760, 532379.95 164754.55))",False,4.4,0.10414916713670408,,1945-1980,Factory,Factory,,,,,,,,,,,,,,,,,,,532370.8341302299,164753.86550491024,3.0,nondom
52401021910019,2,"POLYGON ((532392.25 164773.65, 532392.4 164773.7, 532394.2 164769.9, 532400 164771.2, 532400.26 164771.22, 532400.15 164774.6, 532400.05 164777.55, 532400.1 164783.3, 532399.98 164788.73, 532388.25 164788.7, 532391.24 164777.35, 532392.25 164773.65))",False,4.06,0.10191816995793594,,1945-1980,Factory,Factory,,,,,,,,,,,,,,,,,,,532395.267033994,164780.45138161938,3.0,nondom
52401022010001,4,"POLYGON ((532438.99 164727.59, 532439.36 164722.19, 532439.72 164716.84, 532452.15 164717.44, 532452.35 164717.45, 532452.1 164722.85, 532451.85 164728.14, 532438.99 164727.59))",False,11.1,0.11944340897591255,,PRE-1914,Hospitality,Hospitality,Office,Office,,,,,,,,,,,,,,,,,532445.7211299296,164722.5205090782,1.0,nondom
52401022010002,4,"POLYGON ((532442.35 164641.3, 532442.6 164628.65, 532468 164632.19, 532466.4 164641.78, 532465.95 164644.45, 532465.77 164644.43, 532455.8 164643.1, 532442.35 164641.3))",False,7.66,0.11874394656750313,,PRE-1914,Hospitality,Hospitality,Office,Office,,,,,,,,,,,,,,,,,532454.7100941414,164636.5693460906,1.0,nondom
52401022010012,4,"POLYGON ((532451.85 164728.14, 532451.6 164733.55, 532438.63 164732.94, 532438.99 164727.59, 532451.85 164728.14))",False,10.38,0.10597836682072112,,PRE-1914,Shop,Shop,Shop,Shop,,,,,,,,,,,,,,,,,532445.2782639818,164730.55942003685,1.0,nondom
52401022010013,3,"POLYGON ((532455.5 164658.26, 532457.7 164658.4, 532456.99 164664.78, 532447.67 164663.81, 532441.8 164663.2, 532441.95 164657.4, 532455.5 164658.26))",False,9.4,0.696640531212484,,PRE-1914,Shop,Shop,Office,,,,,,,,,,,,,,,,,,532449.7431759953,164660.93885541786,1.0,nondom
52401022010017,3,"POLYGON ((532438.48 164748.4, 532438.4 164743.4, 532438.4 164743.34, 532452.87 164744.02, 532452.59 164748.91, 532438.48 164748.4))",False,8.35,0.14469611122514803,,1918-1939,Shop,Shop,Shop,,,,,,,,,,,,,,,,,,532445.5478987248,164746.1553842956,2.0,nondom
52401022010023,3,"POLYGON ((532452.29 164753.95, 532452 164758.85, 532440.41 164758.16, 532438.6 164756.45, 532438.55 164753.3, 532452.29 164753.95))",False,8.19,0.09658309586129357,,1918-1939,Shop,Shop,Shop,,,,,,,,,,,,,,,,,,532445.5435113331,164755.99575747648,2.0,nondom
52401022010024,4,"POLYGON ((532452.23 164859.68, 532452.2 164861.45, 532451 164861.4, 532450.85 164869.1, 532452.05 164869.1, 532452 164870.95, 532450.8 164870.93, 532439.8 164870.75, 532440.05 164859.45, 532452.23 164859.68))",False,9.43,0.1987504940006542,,1918-1939,Hospitality,Hospitality,Hospitality,Hospitality,,,,,,,,,,,,,,,,,532445.6264235098,164865.2055371296,2.0,nondom
52401022010027,2,"POLYGON ((532469.1 164789.09, 532473.84 164772.86, 532474.11 164771.92, 532488.55 164776.2, 532486.16 164784.02, 532479.7 164805.2, 532478.51 164804.85, 532475.95 164804.1, 532475.35 164805.85, 532476.4 164806.2, 532475.6 164808.65, 532474.87 164808.43, 532469.6 164806.85, 532470.85 164802.5, 532465.65 164800.92, 532469.1 164789.09))",False,5.35,0.127302138548711,,1945-1980,Shop,Shop,,,,,,,,,,,,,,,,,,,532476.8023399758,164789.45617238435,3.0,nondom
52401120610004,3,"POLYGON ((532458.78 164575.39, 532459.85 164575.7, 532459.35 164577.55, 532465.1 164579.25, 532464.03 164582.81, 532449.25 164578.6, 532450.39 164572.94, 532458.78 164575.39))",False,8.25,0.0879539979796409,,PRE-1914,Shop,Shop,Shop,,,,,,,,,,,,,,,,,,532456.5390684787,164577.98035700293,1.0,nondom
52401120610005,2,"POLYGON ((532494 164557.05, 532497.25 164558.45, 532494.95 164563.5, 532493.9 164563, 532484.1 164558.65, 532485.2 164554.95, 532486.1 164555.35, 532486.5 164553.55, 532494 164557.05))",False,5.31,0.09579817524733084,,POST-1980,Office,Office,,,,,,,,,,,,,,,,,,,532490.6019183953,164558.52324693493,4.0,nondom
52401120610008,3,"POLYGON ((532467.39 164542.34, 532471.19 164543.47, 532484.04 164547.3, 532480.95 164558.08, 532476.75 164556.86, 532470.9 164555.15, 532471.91 164551.67, 532472.75 164548.8, 532467.7 164547.3, 532467.2 164549.05, 532469.7 164549.8, 532469.4 164550.95, 532466.85 164550.2, 532455.83 164546.95, 532457.9 164539.55, 532467.39 164542.34))",False,6.42,0.12993364383619418,,PRE-1914,Shop,Shop,Warehouse,,,,,,,,,,,,,,,,,,532470.9440286794,164548.22817536772,1.0,nondom
52401120610009,2,"POLYGON ((532488.35 164543.55, 532495.8 164546.85, 532494.75 164553.35, 532494.7 164553.32, 532494.66 164553.3, 532486.75 164549.4, 532488.35 164543.55))",False,5.03,0.12580295455880916,,POST-1980,Office,Office,,,,,,,,,,,,,,,,,,,532491.4404000115,164548.34507937703,4.0,nondom
52401120610015,3,"POLYGON ((532467.87 164513.21, 532482.86 164517.47, 532482.1 164520.2, 532477.6 164519, 532476.83 164521.73, 532465.52 164518.32, 532465.65 164518, 532467.15 164514.7, 532467.87 164513.21))",False,8.48,0.09507364116217384,,PRE-1914,Shop,Shop,Shop,,,,,,,,,,,,,,,,,,532473.5445895822,164517.5442615122,1.0,nondom
52401120810001,2,"POLYGON ((532349.72 164659.24, 532350.2 164658.5, 532351.55 164659.35, 532351.85 164659, 532352.95 164659.7, 532353.6 164658.65, 532355.95 164660.15, 532356.85 164658.8, 532363.59 164663.07, 532361.12 164666.4, 532349.72 164659.24))",False,6.78,0.140559015597119,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532357.6467642671,164662.04723835108,1.0,nondom
52401120810002,2,"POLYGON ((532371.38 164624.5, 532383.15 164632.05, 532383.65 164633.95, 532381.89 164636.64, 532371.5 164629.9, 532370.11 164629.03, 532368.95 164628.3, 532371.38 164624.5))",False,5.68,0.13372117951607998,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532376.5682601666,164630.53565803837,1.0,nondom
52401120810003,2,"POLYGON ((532361.19 164628.19, 532362.15 164628.82, 532363.1 164629.45, 532367.86 164622.13, 532361.63 164618.03, 532356.9 164625.37, 532350.25 164635.65, 532349.1 164634.95, 532346.3 164639.25, 532351.75 164642.75, 532354.5 164638.51, 532358.3 164640.95, 532360.34 164637.69, 532361.15 164636.4, 532358.38 164634.58, 532357.42 164634.01, 532361.19 164628.19))",False,4.8,0.11911290556190422,,1918-1939,Factory,Factory,,,,,,,,,,,,,,,,,,,532357.3788358632,164631.01465063175,2.0,nondom
52401124210001,1,"POLYGON ((531639.4 165418.3, 531631.4 165423.8, 531622.39 165410.37, 531621.75 165407, 531630.15 165405.75, 531630.35 165407.2, 531634.9 165405.35, 531638.1 165413.2, 531637.45 165413.45, 531639.4 165418.3), (531628.95 165409.1, 531633.05 165414.45, 531630.9 165408.8, 531628.95 165409.1))",False,2.77,0.22843189597325397,,1945-1980,Factory,,,,,,,,,,,,,,,,,,,,531631.0756981897,165413.52662735496,3.0,nondom
52401124310001,2,"POLYGON ((531775.3 165498.6, 531769.84 165484.19, 531773.6 165482.79, 531776.95 165481.54, 531777.55 165483.15, 531782.15 165495.35, 531782.35 165495.85, 531775.3 165498.6))",False,5.83,0.15984929387783592,,POST-1980,Office,Office,,,,,,,,,,,,,,,,,,,531776.1003810774,165490.04435350702,4.0,nondom
52401124410002,4,"POLYGON ((532316.55 165474.29, 532316.71 165470.1, 532316.76 165466.85, 532315.76 165466.83, 532315.79 165464.83, 532316.79 165464.85, 532316.81 165463.45, 532316.54 165458.86, 532315.74 165458.91, 532315.52 165455.01, 532316.32 165454.97, 532316.27 165454.17, 532314.18 165454.36, 532308.08 165454.92, 532301.47 165455.52, 532299.42 165455.71, 532296.54 165455.98, 532296.54 165459.82, 532295.94 165459.82, 532295.94 165460.87, 532293.94 165460.87, 532293.94 165459.82, 532287.74 165459.82, 532287.69 165460.61, 532285.74 165460.66, 532285.74 165459.82, 532281.66 165458.17, 532272.85 165454.62, 532271.49 165455.17, 532272.02 165456.41, 532269.93 165460.88, 532270.6 165464.19, 532270.91 165464.23, 532271.23 165464.29, 532271.54 165464.36, 532271.84 165464.45, 532272.14 165464.55, 532272.44 165464.65, 532272.73 165464.78, 532273.02 165464.91, 532273.31 165465.06, 532273.58 165465.21, 532273.85 165465.38, 532274.12 165465.56, 532274.37 165465.74, 532274.62 165465.94, 532274.86 165466.15, 532275.1 165466.37, 532275.32 165466.59, 532275.53 165466.83, 532275.74 165467.07, 532275.93 165467.32, 532276.12 165467.58, 532276.29 165467.84, 532276.45 165468.12, 532276.6 165468.4, 532276.76 165468.73, 532277.81 165468.4, 532278.34 165470.09, 532277.3 165470.45, 532277.39 165470.91, 532277.48 165471.4, 532277.54 165471.9, 532277.59 165472.4, 532277.61 165472.9, 532277.61 165473.4, 532277.59 165473.9, 532277.56 165474.4, 532277.5 165474.89, 532277.42 165475.39, 532277.32 165475.88, 532277.21 165476.37, 532277.07 165476.85, 532276.8 165477.63, 532279.08 165478.77, 532280.35 165479.22, 532281.63 165479.62, 532283.76 165480.17, 532285.08 165480.43, 532286.41 165480.64, 532287.74 165480.79, 532289.95 165480.93, 532306.51 165480.81, 532306.49 165480.13, 532310.03 165480.04, 532310.04 165485.44, 532306.54 165485.45, 532306.54 165484.81, 532287.89 165485.01, 532281.86 165485.05, 532278.69 165485.26, 532277.05 165485.51, 532277.19 165486.65, 532274.93 165486.72, 532274.82 165485.85, 532274.82 165485.83, 532269.71 165486.7, 532269.16 165486.82, 532268.6 165486.92, 532268.04 165487, 532267.47 165487.05, 532266.7 165487.09, 532266.41 165487.1, 532266.13 165487.1, 532265.84 165487.1, 532265.55 165487.1, 532265.27 165487.09, 532264.98 165487.07, 532264.69 165487.05, 532264.41 165487.02, 532264.13 165486.98, 532263.85 165486.92, 532263.58 165486.86, 532263.31 165486.78, 532262.99 165486.66, 532262.68 165486.52, 532262.38 165486.37, 532262.09 165486.2, 532261.81 165486.02, 532261.53 165485.83, 532261.27 165485.62, 532261.01 165485.4, 532260.77 165485.17, 532260.53 165484.93, 532260.3 165484.68, 532260.04 165484.37, 532259.83 165484.1, 532259.64 165483.83, 532259.45 165483.55, 532259.28 165483.26, 532259.12 165482.96, 532258.97 165482.66, 532258.84 165482.35, 532258.71 165482.03, 532258.6 165481.72, 532258.51 165481.39, 532258.42 165481.07, 532258.35 165480.74, 532258.29 165480.4, 532258.23 165479.84, 532257.6 165479.55, 532251.3 165493.72, 532252.66 165494.35, 532250.85 165498.25, 532250.3 165497.99, 532250.01 165498.63, 532253.3 165500, 532264.2 165505.41, 532273.75 165509.09, 532275.44 165509.74, 532275.12 165510.69, 532275.21 165510.72, 532279.89 165512.56, 532280.9 165512.95, 532289.5 165513.2, 532302.05 165513.55, 532312.45 165513.8, 532314.7 165513.85, 532314.73 165512.85, 532313.74 165512.81, 532313.89 165508.52, 532314.87 165508.55, 532314.9 165507.65, 532315.06 165503.56, 532313.87 165503.51, 532313.96 165501.11, 532315.15 165501.16, 532315.2 165500, 532315.77 165491.44, 532316 165487.95, 532316.05 165487.15, 532316.55 165474.29))",False,29.63,0.17598302704549545,,POST-1980,Sport,Office,Sport,Sport,,,,,,,,,,,,,,,,,532290.5648840702,165486.4860095348,4.0,nondom
52401124410009,1,"POLYGON ((532289.5 165409.25, 532292.05 165402.9, 532292.3 165402.3, 532300.8 165405.8, 532311.75 165405, 532312.4 165411.95, 532299.85 165413.4, 532289.5 165409.25))",False,14.6,0.15296328881284257,,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,532301.163915187,165408.50218628426,1.0,nondom
52401124410019,1,"POLYGON ((532302.32 165447.69, 532299.55 165447.95, 532296.86 165448.19, 532294.4 165448.4, 532294.94 165445.12, 532295.15 165443.85, 532299.05 165443.55, 532301.83 165443.25, 532302.32 165447.69))",False,14.69,0.15585281370306758,,1945-1980,Shop,,,,,,,,,,,,,,,,,,,,532298.4217523711,165445.87697131335,3.0,nondom
52401124410021,1,"POLYGON ((532307.16 165442.68, 532315.3 165441.8, 532315.7 165446.45, 532307.62 165447.2, 532307.16 165442.68))",False,15.99,0.19190518204107185,,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,532311.4627867471,165444.52731140165,1.0,nondom
52401124410023,1,"POLYGON ((532299.07 165450.98, 532298.64 165451.02, 532293.8 165451.45, 532294.4 165448.4, 532296.86 165448.19, 532299.55 165447.95, 532302.32 165447.69, 532307.62 165447.2, 532315.7 165446.45, 532315.9 165449.4, 532307.69 165450.17, 532299.07 165450.98))",False,16.32,0.15784895964056064,,1945-1980,Shop,,,,,,,,,,,,,,,,,,,,532304.93372511,165448.94564256843,3.0,nondom
52401125510002,2,"POLYGON ((532018.97 165005.63, 532016.55 165010.5, 532018.15 165011.3, 532013.4 165021.05, 532012 165020.35, 532011.15 165022.25, 532009.45 165026.05, 532005.15 165035.1, 532000 165046.2, 531995.7 165055.75, 531984.25 165050.6, 532000 165016.35, 532000.6 165015.05, 532000 165014.55, 531991.6 165010.35, 531987.9 165008.8, 531987.8 165009.15, 531968.95 165000.65, 531967.5 165000, 531959.78 164996.43, 531955.07 164994.26, 531952.52 164993.07, 531952.25 164992.95, 531958.25 164979.95, 531995.3 164997.05, 531995.85 164995.75, 532000 164997.6, 532005.15 165000, 532011.8 165003.05, 532012.15 165002.3, 532018.97 165005.63))",False,5.84,0.1958000803812367,,1945-1980,Emergency,Emergency,,,,,,,,,,,,,,,,,,,531990.3639712371,165012.01105512088,3.0,nondom
52401126210003,2,"POLYGON ((532255.4 164782.65, 532249.86 164789.65, 532246.75 164787.05, 532248.3 164785.2, 532243.75 164781.35, 532244.87 164780.03, 532255.4 164782.65))",False,5.24,0.154825677919203,,PRE-1914,Office,Office,,,,,,,,,,,,,,,,,,,532249.5941905967,164784.16255362838,1.0,nondom
52401126410002,2,"POLYGON ((532423.05 164823.45, 532423.34 164827.15, 532416.67 164827.7, 532416.5 164825.95, 532412.7 164826.25, 532412.55 164825.2, 532411.55 164825.2, 532411.4 164824.25, 532412.16 164824.2, 532423.05 164823.45))",False,5.59,0.17102735349877632,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532418.3535031393,164825.41519124166,1.0,nondom
52401126410007,2,"POLYGON ((532379.3 164842.85, 532381.83 164834.68, 532381.9 164834.45, 532375.15 164830.07, 532362.35 164834.7, 532351.48 164839.12, 532346.78 164841.03, 532343.77 164842.25, 532346 164851.2, 532362.5 164847, 532364.1 164857.6, 532378.45 164855.85, 532379.3 164842.85))",False,4.55,0.11289841668322977,,1918-1939,Factory,Factory,,,,,,,,,,,,,,,,,,,532365.7996327032,164843.7673283619,2.0,nondom
52401126510001,2,"POLYGON ((532292.8 164852.3, 532300.2 164847.5, 532305.4 164859.3, 532296.4 164862.4, 532295.6 164860.55, 532296.35 164860.2, 532292.8 164852.3))",False,6.13,0.1666514136116003,,1945-1980,Warehouse,Office,,,,,,,,,,,,,,,,,,,532298.9723957398,164855.34028808164,3.0,nondom
52401127310001,2,"POLYGON ((532025.66 164906.87, 532026.55 164907.4, 532025.85 164908.6, 532027.65 164909.7, 532028.42 164908.44, 532030.25 164905.45, 532028.4 164904.35, 532033.6 164895.65, 532036.16 164897.18, 532034.6 164899.8, 532036.05 164900.7, 532037.6 164898.1, 532039.3 164899.1, 532033.65 164908.5, 532033.15 164908.2, 532030.95 164911.85, 532033.1 164913.15, 532032.75 164913.73, 532030.2 164918, 532022.5 164913.36, 532019.75 164911.7, 532018.8 164913.25, 532011.1 164908.6, 532012 164907.1, 532008.8 164905.15, 532007.85 164906.7, 532000.4 164902.2, 532001.35 164900.65, 532000 164900.1, 531993.05 164896.2, 531996.85 164889.95, 531998.62 164890.87, 532000 164891.6, 532004.76 164894.43, 532025.66 164906.87))",False,5.72,0.11322300270142699,,POST-1980,Office,Office,,,,,,,,,,,,,,,,,,,532016.627899513,164903.83786060644,4.0,nondom
52401127410003,2,"POLYGON ((532330.32 164949.15, 532332 164949.65, 532332.7 164947.3, 532333.6 164947.6, 532333.85 164946.7, 532334.9 164947.05, 532331.95 164956.95, 532328.39 164955.89, 532330.32 164949.15))",False,5.01,0.13013320703876832,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532331.5844977836,164952.21098329447,1.0,nondom
52401127410007,2,"POLYGON ((532405.76 164929.3, 532404.28 164934.15, 532393.96 164931.36, 532395.43 164926.44, 532405.76 164929.3))",False,9.02,0.13033273708181387,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532399.8468989735,164930.3083718741,1.0,nondom
52401127410008,3,"POLYGON ((532389.1 164906.4, 532389.9 164905.8, 532397.8 164902.8, 532409.6 164901.4, 532413 164905.5, 532411.5 164910.43, 532393.06 164907.11, 532389.1 164906.4))",False,8.82,0.16657814059896045,,1945-1980,Shop,Office,Office,,,,,,,,,,,,,,,,,,532403.4736165501,164905.73058077935,3.0,nondom
52401127410009,3,"POLYGON ((532379.03 164917.39, 532381.4 164917.85, 532381.95 164915, 532383.65 164915.3, 532385.7 164904.8, 532380.93 164905.8, 532377.26 164906.57, 532373.24 164907.41, 532369 164908.3, 532368.79 164909.33, 532367.55 164915.34, 532369.4 164915.65, 532368.6 164920.1, 532369.55 164920.25, 532369.8 164919.1, 532371.03 164919.32, 532373.4 164919.75, 532373.95 164916.65, 532375.35 164916.9, 532375.93 164913.74, 532377.6 164914.05, 532377.05 164917, 532379.03 164917.39))",False,7.73,0.124606798579401,,PRE-1914,Office,Office,Office,,,,,,,,,,,,,,,,,,532376.4514715131,164911.98104345228,1.0,nondom
52401127410016,2,"POLYGON ((532411.5 164910.43, 532410.08 164915.09, 532399.45 164912.98, 532392.2 164911.55, 532393.06 164907.11, 532411.5 164910.43))",False,8.41,0.0832594484478092,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532401.8166697267,164911.05327333402,1.0,nondom
