SCU,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster
52401131030017,4,"POLYGON ((531709.05 164977.35, 531708.61 164977.43, 531707.31 164977.65, 531707.05 164977.7, 531704.6 164978.15, 531704.6 164978.85, 531699.8 164979.7, 531701.35 164988.55, 531708.35 164987.35, 531708.65 164989.15, 531703.05 164990.1, 531703.55 164992.95, 531703 164993.05, 531703.4 164995.55, 531703.95 164995.5, 531704.15 164996.4, 531705.25 164996.2, 531705.85 165000, 531706.35 165002.5, 531718 165000.4, 531717.95 165000, 531716.9 164994.05, 531718.05 164993.85, 531717.85 164992.95, 531718.4 164992.85, 531718 164990.4, 531717.35 164990.55, 531716.85 164987.6, 531711.25 164988.6, 531711 164986.9, 531717.75 164985.7, 531716.2 164976.65, 531711.4 164977.5, 531711.25 164977, 531709.05 164977.35))",FALSE,9.26,0.05,,POST-1980,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,531709.9445153330,164988.92006330000,4.0,dom,D,C,Electricity,Unknown,RmHeaters,None,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Single,dom2
52401131030018,2,"POLYGON ((531495.5 165085.3, 531500 165083, 531503.35 165081.3, 531505.3 165085.15, 531500 165087.75, 531497.4 165089.15, 531495.5 165085.3))",FALSE,6.15,0.186360312321462,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531500.386752505,165085.20480065000,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double (pre 2002),dom3
52401131030019,2,"POLYGON ((531532.45 165131.25, 531539.45 165127.45, 531542.3 165132.5, 531534.3 165137.05, 531533.1 165134.95, 531534.2 165134.35, 531532.45 165131.25))",FALSE,6.18,0.1417634262505760,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531537.1899715570,165132.14543271800,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030021,2,"POLYGON ((531501.5 165189.55, 531509.9 165184.25, 531511.9 165187.45, 531512.9 165186.85, 531514.65 165189.6, 531505.3 165195.55, 531501.5 165189.55))",FALSE,7.71,0.0992261479044485,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531507.8778289730,165189.82705597700,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom3
52401131030022,2,"POLYGON ((531559.9 165074.55, 531562.15 165073.45, 531560.1 165069.6, 531557.9 165070.75, 531549.65 165075, 531551.55 165078.8, 531559.9 165074.55))",FALSE,5.13,0.171671496111026,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531555.8796322820,165074.20182500700,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Partial,Double (post 2002),dom3
52401131030023,2,"POLYGON ((531554 165062.85, 531545.65 165067.15, 531543.65 165063.25, 531552.05 165059, 531554 165062.85))",FALSE,6.24,0.0958163091590057,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531548.8263237260,165063.06725963100,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom3
52401131030024,2,"POLYGON ((531556 165094.9, 531552.85 165089.9, 531559.75 165085.55, 531561.1 165087.8, 531563.05 165086.55, 531564.75 165089.25, 531562.75 165090.5, 531556 165094.9))",FALSE,6.58,0.159579997374983,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531558.5105786190,165089.98780033500,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030026,2,"POLYGON ((531529.09 165182.55, 531528.86 165182.22, 531536.04 165177.3, 531540.73 165184.27, 531533.62 165189.15, 531529.09 165182.55))",FALSE,6.99,0.1473578264550440,,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531534.8090590580,165183.22972383200,4.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030028,2,"POLYGON ((531565.7 165131.1, 531562.3 165126.1, 531565.4 165124, 531564.6 165122.8, 531567.5 165120.85, 531567.85 165121.3, 531571.4 165118.95, 531575.25 165124.65, 531565.7 165131.1))",FALSE,7.52,0.1450031592820620,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531568.6771286340,165124.95405495800,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030031,2,"POLYGON ((531532.55 165085.95, 531536.7 165093.75, 531540.95 165091.55, 531538.1 165086, 531536.9 165083.8, 531532.55 165085.95))",FALSE,5.07,0.100813490627487,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531536.7753535470,165088.7480804640,3.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double,dom0
52401131030032,2,"POLYGON ((531559.3 165100.1, 531556 165094.9, 531562.75 165090.5, 531566.05 165095.7, 531559.3 165100.1))",FALSE,7.43,0.1386187957346100,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531561.025,165095.30000000000,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030033,2,"POLYGON ((531504.5 165176.3, 531506.95 165180.15, 531507.9 165179.55, 531509.55 165182.1, 531500 165188.15, 531496.35 165181.65, 531500 165179.3, 531504.5 165176.3))",FALSE,7.79,0.1096143516444090,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531502.6499904000,165182.17589226700,1.0,dom,D,C,Electricity,Boiler,Radiators,Electricity,Electricity,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom0
52401131030034,2,"POLYGON ((531577.45 165150.05, 531574.2 165145.05, 531580.7 165140.85, 531582 165142.9, 531586.45 165140.05, 531588.35 165143, 531577.45 165150.05))",FALSE,7.73,0.124606798579401,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531580.8230554110,165144.7348519740,1.0,dom,F,C,Mains Gas,Boiler,Radiators,Other (Smokeless Fuel),Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401131030035,2,"POLYGON ((531522.95 165120.55, 531521.1 165117.2, 531519.95 165117.8, 531518.7 165115.5, 531526.8 165110.95, 531529.95 165116.6, 531522.95 165120.55))",FALSE,6.04,0.135623251117842,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531524.5724518750,165115.78250026300,2.0,dom,E,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Single,dom3
52401131030036,2,"POLYGON ((531507.2 165089, 531509.15 165092.95, 531501.2 165096.75, 531500 165094.3, 531499.3 165092.95, 531500 165092.6, 531507.2 165089))",FALSE,6.08,0.238618297712785,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531504.2410920200,165092.8977986910,3.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double,dom0
52401131030037,2,"POLYGON ((531536.7 165093.75, 531532.75 165095.85, 531528.7 165088, 531532.55 165085.95, 531536.7 165093.75))",FALSE,5.82,0.1573852696788310,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531532.683749733,165090.90394512100,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030038,1,"POLYGON ((531636.35 165126.55, 531637.75 165125.85, 531639.25 165125.1, 531637.75 165122.05, 531634.85 165123.5, 531634.2 165122.1, 531626.6 165125.75, 531629.45 165131.6, 531637.05 165127.95, 531636.35 165126.55))",FALSE,4.66,0.0933630643670448,,1945-1980,Dwell,,,,,,,,,,,,,,,,,,,,531632.6942695960,165126.42629853500,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030039,2,"POLYGON ((531562.7 165169.3, 531556.9 165173.05, 531550.55 165163.15, 531553.85 165161.05, 531553.35 165160.3, 531555.75 165158.75, 531556.25 165159.45, 531557.35 165161.2, 531562.7 165169.3))",FALSE,7.12,0.154250587137031,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531556.5521922150,165166.0718111870,1.0,dom,D,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401131030041,2,"POLYGON ((531547.75 165071.4, 531556.1 165067.15, 531557.9 165070.75, 531549.65 165075, 531547.75 165071.4))",FALSE,6.31,0.238592846820809,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531552.840740986,165071.07612660400,3.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double,dom0
52401131030042,2,"POLYGON ((531566.05 165095.7, 531569.15 165100.65, 531562.45 165105.1, 531559.3 165100.1, 531566.05 165095.7))",FALSE,7.35,0.128888115974367,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531564.2303831380,165100.3910366220,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030043,2,"POLYGON ((531576.25 165134.05, 531577.85 165136.35, 531582.65 165133.05, 531584.25 165135.35, 531585 165134.85, 531585.5 165135.6, 531573.6 165143.8, 531569.9 165138.45, 531576.25 165134.05))",FALSE,7.55,0.091439065737427,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531576.9410173720,165138.08545419200,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401131030044,2,"POLYGON ((531529.95 165116.6, 531532.7 165121.45, 531524.7 165125.95, 531523.4 165123.65, 531524.4 165123.1, 531522.95 165120.55, 531529.95 165116.6))",FALSE,6.92,0.1252731703378050,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531527.6191461240,165121.21865023300,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030047,2,"POLYGON ((531551.55 165078.8, 531559.9 165074.55, 531562.05 165078.85, 531553.7 165083.05, 531551.55 165078.8))",FALSE,4.62,0.0879396001701403,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531556.8060573920,165078.80836217800,3.0,dom,D,D,Mains Gas,Boiler,Radiators,Electricity,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double (pre 2002),dom0
52401131030048,2,"POLYGON ((531543.6 165170.15, 531542.3 165168.25, 531539.9 165169.8, 531536.25 165172.15, 531542.8 165182.25, 531548.9 165178.25, 531543.6 165170.15))",FALSE,6.95,0.0790865882352941,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531542.5739647360,165175.2302687320,1.0,dom,D,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Below (premises),Internal Floor,Solid Brick,No,Double (pre 2002),dom3
52401131030049,1,"POLYGON ((531712.78 165052.92, 531714.41 165048.31, 531720.82 165050.59, 531719.93 165053.1, 531721 165053.48, 531720.69 165054.3, 531719.69 165056.94, 531714.49 165055.09, 531712.78 165052.92))",FALSE,2.97,0.0572072298230199,,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,531716.972424448,165052.61283657800,1.0,dom,G,B,Other (None),None,ElecHeaters,None,Electricity,PointOfUseInstant,Solid,No,Pitched,No,Cavity,No,Double,dom0
52401131030050,3,"POLYGON ((531687 164961.05, 531687.5 164963.55, 531687.95 164963.35, 531688.95 164968.55, 531697.6 164966.9, 531696.25 164959.6, 531697.8 164959.35, 531698.9 164965, 531701.7 164964.45, 531701.85 164965.15, 531704.45 164964.65, 531704.35 164964, 531705.3 164963.8, 531705.15 164962.85, 531712 164961.55, 531711.9 164960.85, 531712.4 164960.75, 531712 164958.7, 531711.45 164958.85, 531709.7 164949.75, 531702.8 164951.05, 531702.55 164949.7, 531701.45 164949.95, 531701.35 164949.4, 531698.9 164949.9, 531698.95 164950.5, 531696.15 164951.05, 531697.25 164956.65, 531695.7 164956.95, 531694.4 164950.1, 531685.65 164951.75, 531686.6 164956.8, 531686.15 164957, 531686.6 164959.25, 531686.66 164959.52, 531686.84 164960.34, 531687 164961.05))",FALSE,8.58,0.0879615855380849,,POST-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531698.2026994490,164958.02438806700,4.0,dom,E,C,Electricity,Unknown,RmHeaters,None,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Single,dom2
52401131030051,2,"POLYGON ((531544.4 165166.85, 531542.3 165168.25, 531543.6 165170.15, 531548.9 165178.25, 531554.4 165174.65, 531547.85 165164.6, 531544.4 165166.85))",FALSE,6.13,0.1601371726329860,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531548.3649450740,165171.42286250500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030052,2,"POLYGON ((531526.8 165094.55, 531528.6 165098, 531532.75 165095.85, 531528.7 165088, 531524.4 165090.2, 531521.95 165091.5, 531524.2 165095.9, 531526.8 165094.55))",FALSE,5.27,0.0976623174630605,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531527.5346026640,165093.00301317000,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom3
52401131030053,2,"POLYGON ((531580.8 165128.45, 531581.4 165129.35, 531569.15 165137.3, 531565.65 165131.95, 531571.95 165127.85, 531573.15 165129.7, 531578.3 165126.4, 531579.95 165129, 531580.8 165128.45))",FALSE,7.26,0.188436989434702,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531572.8491778370,165131.5821084670,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131030054,2,"POLYGON ((531558.3 165158.15, 531556.25 165159.45, 531557.35 165161.2, 531562.7 165169.3, 531568.4 165165.65, 531562.05 165155.7, 531558.3 165158.15))",FALSE,6.0,0.179811531481222,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531562.3335936290,165162.5141289770,1.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom3
52401131110001,1,"POLYGON ((531750.5 165341.5, 531750.8 165340.5, 531752.45 165341.1, 531754.5 165335.55, 531756.7 165336.35, 531757.05 165335.35, 531758 165335.7, 531752.7 165350.2, 531747.9 165348.45, 531750.5 165341.5))",FALSE,8.17,0.119142857142857,,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,531752.8753270720,165343.20125578800,1.0,nondom,,,,,,,,,,,,,,,,nondom1
52401131110002,2,"POLYGON ((531758 165335.7, 531759.1 165336.1, 531758.7 165337.1, 531762.4 165338.45, 531760.35 165344, 531760.45 165344.05, 531757.45 165351.95, 531752.7 165350.2, 531758 165335.7))",FALSE,7.75,0.104116773009352,,PRE-1914,Shop,Dwell,,,,,,,,,,,,,,,,,,,531757.5687530080,165344.20638576500,1.0,mixed,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131110003,2,"POLYGON ((531732.65 165341, 531728.75 165339.05, 531727.9 165337.4, 531730.6 165331.75, 531729.9 165331.4, 531730.25 165330.45, 531731.5 165331.1, 531732.8 165331.75, 531733.6 165330.2, 531735.15 165327.05, 531737.2 165328.1, 531738.2 165326.15, 531739.7 165326.9, 531732.65 165341))",FALSE,7.21,0.1352265170984900,,PRE-1914,Shop,Dwell,,,,,,,,,,,,,,,,,,,531733.332393525,165333.83889471100,1.0,mixed,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131110004,2,"POLYGON ((531829.9 165156.8, 531830.6 165151.75, 531831.2 165147.2, 531851.8 165149.95, 531851.4 165152.7, 531850.8 165157.2, 531850.45 165159.6, 531841.55 165158.4, 531829.9 165156.8))",FALSE,7.52,0.1450031592820620,,1945-1980,Community,Community,,,,,,,,,,,,,,,,,,,531840.851029495,165153.3916841180,3.0,nondom,,,,,,,,,,,,,,,,nondom1
52401131110005,2,"POLYGON ((531767.65 165306.9, 531765.1 165311.85, 531762.75 165316.35, 531760.55 165320.6, 531757.85 165325.85, 531753.3 165323.85, 531748.9 165321.95, 531752.1 165316, 531753 165316.4, 531755.5 165311.65, 531757.8 165312.6, 531760.65 165307, 531758.5 165305.85, 531761.5 165297.4, 531762.3 165295.3, 531764.75 165288.35, 531769.15 165290.5, 531773.4 165292.55, 531774.1 165292.9, 531771.75 165297.6, 531772.25 165297.95, 531770.1 165302.15, 531767.65 165306.9))",FALSE,3.5,0.1277675733232880,,1945-1980,Warehouse,Warehouse,,,,,,,,,,,,,,,,,,,531762.2763268570,165307.1148045480,3.0,nondom,,,,,,,,,,,,,,,,nondom1
52401131110006,1,"POLYGON ((531812.07 164964.91, 531816.12 164964.02, 531816.95 164968.55, 531834.2 164965.3, 531831.43 164950.6, 531828.51 164935.08, 531827.3 164928.65, 531817.96 164930.4, 531817.19 164926.27, 531809.42 164927.72, 531809.69 164929.16, 531790.35 164932.8, 531790.91 164935.77, 531791.2 164937.3, 531788.5 164937.8, 531788.3 164936.75, 531761.39 164941.82, 531761.59 164942.8, 531758.95 164943.35, 531759.06 164943.94, 531760.2 164950.1, 531757.11 164950.67, 531755.9 164944.52, 531755.69 164943.45, 531734.74 164947.75, 531737.87 164963.18, 531735.81 164963.57, 531736.57 164967.6, 531736.61 164967.8, 531738.68 164967.41, 531740.21 164975.47, 531761.09 164971.5, 531759.63 164963.63, 531758.72 164958.77, 531757.54 164952.82, 531760.6 164952.26, 531761.25 164955.8, 531763.8 164955.3, 531764 164956.25, 531788.08 164951.72, 531788.8 164954.95, 531790.95 164954.5, 531791.1 164955.22, 531791.6 164957.61, 531791.4 164957.65, 531791.95 164960.4, 531783.6 164962.05, 531784 164964.11, 531782.04 164964.5, 531779.37 164961.59, 531775.83 164962.29, 531775.53 164963.24, 531775 164964.93, 531774.7 164965.88, 531777.11 164968.76, 531780.65 164968.07, 531785.18 164970.09, 531785.55 164971.95, 531774.1 164974.15, 531775.8 164982.75, 531775.97 164982.72, 531776.98 164982.52, 531777.59 164985.66, 531785.28 164984.15, 531786.09 164988.57, 531786.95 164993.25, 531787.05 164993.8, 531786.55 164993.9, 531787.45 164998.35, 531803.43 164995.21, 531803.94 164997.76, 531804.38 165000, 531804.98 165003.06, 531813.17 165001.45, 531812.89 165000, 531812.31 164997.02, 531821.39 164995.24, 531818.25 164979.27, 531812.99 164980.31, 531802.4 164982.41, 531803.7 164987.87, 531801.24 164988.32, 531800.02 164981.63, 531797.9 164970.02, 531799.28 164969.75, 531812.52 164967.22, 531812.07 164964.91), (531807.93 164941.45, 531811.84 164940.72, 531814.19 164953.32, 531814.35 164954.2, 531816 164953.9, 531817.01 164959.36, 531811.18 164960.36, 531810.5 164956.85, 531795.4 164959.85, 531795.01 164957.85, 531794.86 164957.06, 531794.06 164952.64, 531801.24 164951.32, 531809.47 164949.81, 531807.93 164941.45))",FALSE,4.96,0.1032990360043620,,POST-1980,Education,,,,,,,,,,,,,,,,,,,,531790.5984782680,164960.1410124430,4.0,nondom,,,,,,,,,,,,,,,,nondom1
52401131130001,2,"POLYGON ((531762.15 165265.85, 531752.15 165262.8, 531753.5 165258.1, 531760.3 165260.1, 531759.75 165262.15, 531762.25 165262.9, 531762.1 165263.45, 531762.8 165263.65, 531762.15 165265.85))",FALSE,6.17,0.2041465073354030,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531757.1982851050,165262.00155397600,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130002,2,"POLYGON ((531874.74 164974.57, 531874.3 164981.15, 531869.15 164980.85, 531869.05 164981.8, 531867.85 164981.7, 531867.9 164980.8, 531864.8 164980.6, 531864.95 164978.7, 531864.45 164978.65, 531864.55 164977.5, 531865.5 164977.55, 531865.72 164974, 531872.15 164974.4, 531874.74 164974.57))",FALSE,6.15,0.10128788150458,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531869.8195316810,164977.69311238400,2.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Pitched,Yes,Cavity,No,Double,dom0
52401131130003,2,"POLYGON ((531770.7 165323.55, 531781.9 165326.1, 531781 165330.15, 531773.6 165328.55, 531773.95 165327.1, 531770.1 165326.25, 531770.7 165323.55))",FALSE,6.9,0.12391997637679,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531776.3651150470,165326.80098668100,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401131130004,2,"POLYGON ((531809.3 165212.7, 531801.7 165210.8, 531802.1 165209.3, 531799.55 165208.65, 531800.2 165206.05, 531810.35 165208.5, 531809.3 165212.7))",FALSE,6.26,0.154129027897259,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531805.1876211260,165209.32146405700,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401131130005,2,"POLYGON ((531716.95 165121.15, 531722.05 165123.2, 531718.05 165133, 531713 165130.95, 531713.4 165129.9, 531716.95 165121.15))",FALSE,6.86,0.193756753511826,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531717.5100395850,165127.06890886100,3.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (pre 2002),dom3
52401131130006,2,"POLYGON ((531863.98 164997.75, 531864.35 164992.2, 531863.1 164992.1, 531863.4 164988.55, 531867.7 164988.95, 531867.75 164988.1, 531869.85 164988.3, 531869.75 164989.05, 531873.45 164989.3, 531872.78 164998.33, 531863.98 164997.75))",FALSE,4.8,0.1191129055619040,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531868.4536963690,164993.26349216600,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130007,2,"POLYGON ((531782.1 165272.9, 531780.9 165272.55, 531780.3 165275.1, 531781.5 165275.4, 531793.3 165278.35, 531794.3 165274.25, 531786.1 165272.25, 531785.75 165273.8, 531782.1 165272.9))",FALSE,6.23,0.108324261371444,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531787.9281599660,165275.0661037530,1.0,dom,E,E,Mains Gas,Boiler,Radiators,Other (Wood Logs),Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom3
52401131130008,2,"POLYGON ((531798.15 165214.05, 531808.4 165216.55, 531807.35 165220.7, 531799.85 165218.8, 531800.25 165217.2, 531797.55 165216.55, 531798.15 165214.05))",FALSE,6.48,0.158609574212172,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531803.2478536420,165217.32342418300,1.0,dom,missing,missing,Mains Gas,Boiler,Radiators,missing,missing,missing,missing,No,missing,Yes,missing,missing,missing,dom1
52401131130009,2,"POLYGON ((531788.3 165248.2, 531788.55 165246.95, 531789.6 165247.2, 531789.9 165245.95, 531793.1 165246.7, 531793.4 165245.35, 531800.7 165247.15, 531799.8 165251.05, 531788.3 165248.2))",FALSE,6.72,0.160119578215023,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531795.1917888170,165248.05111709700,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0
52401131130010,2,"POLYGON ((531744.05 165054.7, 531742.2 165054.1, 531741.9 165055.55, 531741.15 165057.72, 531740.27 165057.42, 531740.37 165057.14, 531737.29 165056.08, 531735.5 165061.3, 531734.79 165061.05, 531732.5 165067.73, 531736.29 165069.03, 531738.15 165063.27, 531739.1 165063.6, 531746.75 165066.25, 531749.75 165057.3, 531747.65 165056.55, 531747.75 165056, 531744.05 165054.7))",FALSE,5.17,0.1334929716232300,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531741.4548267750,165061.1376210470,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130011,2,"POLYGON ((531746.25 165292.55, 531739.6 165290.45, 531741.15 165285.7, 531742.3 165286.1, 531750.15 165288.55, 531749.4 165290.95, 531747 165290.2, 531746.25 165292.55))",FALSE,7.11,0.1390596766319470,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531744.4420581550,165289.1732641540,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130012,2,"POLYGON ((531770.05 165196.05, 531771 165192.35, 531782.25 165195.25, 531781.8 165197, 531780.7 165196.75, 531780.45 165197.35, 531777.75 165196.65, 531777.4 165197.95, 531770.05 165196.05))",FALSE,5.16,0.11962307769625,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531775.5742137030,165195.317173797,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401131130013,2,"POLYGON ((531784.6 165316.55, 531771.1 165313.25, 531771.8 165310.35, 531777.45 165311.65, 531777.8 165310.25, 531785.65 165312.1, 531784.6 165316.55))",FALSE,6.66,0.119775318133616,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531778.9664561240,165313.08995620100,1.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom3
52401131130014,2,"POLYGON ((531777.7 165223.9, 531763.6 165220.2, 531764.65 165216.1, 531772.15 165218, 531771.75 165219.55, 531778.4 165221.25, 531777.7 165223.9))",FALSE,5.57,0.111274457958751,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531770.3565645680,165220.056342615,1.0,dom,D,B,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0
