SCU,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster
52401020930025,2,"POLYGON ((532114.68 164868.74, 532118.62 164871.09, 532114.55 164878.1, 532113.95 164879.1, 532112.7 164878.35, 532110.3 164882.35, 532107.61 164880.75, 532114.68 164868.74))",FALSE,6.8,0.186030676056338,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532113.2432516080,164875.35941008900,1.0,dom,D,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Single,dom0
52401020930026,2,"POLYGON ((532110.99 164795.32, 532108.87 164799.48, 532096.6 164793.2, 532098.05 164790.35, 532102.7 164792.75, 532103.34 164791.43, 532110.99 164795.32))",FALSE,5.97,0.1385333476771290,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532104.2123163640,164794.72255493800,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930027,4,"POLYGON ((532151.85 164734.86, 532160.85 164723.5, 532155.25 164719.1, 532154.45 164720.2, 532147.7 164714.9, 532148.5 164713.85, 532142.6 164709.2, 532133.65 164720.55, 532139.55 164725.2, 532140.25 164724.35, 532142.56 164726.18, 532144.58 164727.78, 532147 164729.7, 532146.25 164730.65, 532149.45 164733.15, 532148.55 164734.3, 532149.75 164735.25, 532150.65 164734.2, 532151.32 164734.74, 532150.55 164735.7, 532151.95 164736.8, 532151.3 164737.65, 532154.4 164740.05, 532154.83 164739.5, 532155.95 164738.05, 532151.85 164734.86))",FALSE,9.77,0.21025630296641,,1945-1980,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,532147.4556862710,164722.75564681600,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Double (pre 2002),dom2
52401020930028,2,"POLYGON ((532132.14 164937.05, 532132.29 164936.79, 532137.74 164927.58, 532138.46 164926.37, 532144.15 164929.6, 532139.8 164937, 532143 164938.9, 532141 164942.3, 532132.14 164937.05))",FALSE,5.13,0.136024047250738,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532138.4817174990,164934.3192695020,1.0,dom,B,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,Yes,Double (post 2002),dom0
52401020930029,3,"POLYGON ((532017.75 164816.3, 532017.85 164812.9, 532017.05 164812.9, 532017.2 164807.95, 532021.05 164808.05, 532021.1 164806.1, 532025.8 164806.2, 532025.75 164808.15, 532030.85 164808.3, 532030.7 164813.15, 532025.15 164813, 532025.05 164816.56, 532017.75 164816.3))",FALSE,9.04,0.144464517554763,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532023.2687229860,164811.28463224200,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Below (premises),Internal Floor,Solid Brick,No,Double,dom2
52401020930030,1,"POLYGON ((532123.49 164919.26, 532127.05 164921.34, 532121.72 164930.36, 532118.19 164928.21, 532123.39 164919.43, 532123.49 164919.26))",FALSE,4.18,0.246240151051234,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,532122.6136469090,164924.79572914200,4.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,Yes,Pitched,Yes,Cavity,Yes,Double (post 2002),dom0
52401020930031,2,"POLYGON ((532162.32 164899.21, 532160 164903.14, 532152.99 164899.02, 532153.75 164897.7, 532148 164894.35, 532149.58 164891.72, 532162.32 164899.21))",FALSE,6.06,0.238040232268768,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532155.5316241860,164897.55711029100,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0
52401020930032,2,"POLYGON ((532088.55 164839.18, 532086.61 164843.03, 532078.95 164839.05, 532079.55 164837.9, 532074.5 164835.35, 532075.81 164832.7, 532088.55 164839.18))",FALSE,6.13,0.191443213296398,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532081.8622309920,164837.9437348490,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401020930033,2,"POLYGON ((532083.25 164816.1, 532084.5 164813.6, 532090.4 164816.55, 532091.01 164815.32, 532098.69 164819.19, 532096.79 164822.94, 532085.5 164817.2, 532083.25 164816.1))",FALSE,6.13,0.155803531812938,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532091.5188586920,164818.17890598700,1.0,dom,E,B,Mains Gas,Unknown,RmHeaters,Electricity,Electricity,ImmersionHeater,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401020930034,2,"POLYGON ((532023.8 164642.65, 532017.85 164640.7, 532020.8 164631.65, 532026.75 164633.55, 532023.8 164642.65))",FALSE,4.57,0.106760822794773,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532022.3018642650,164637.14016897100,3.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,No,Single,dom3
52401020930035,4,"POLYGON ((532026.68 164680.03, 532024.4 164678.15, 532025.4 164676.9, 532024.25 164675.95, 532024.95 164675.1, 532024.75 164674.1, 532021.35 164671.25, 532020.75 164672, 532020 164671.4, 532019.25 164671.55, 532017.8 164673.3, 532017.95 164674.25, 532018.6 164674.75, 532018.2 164675.25, 532018.95 164675.85, 532016.6 164678.7, 532017.55 164679.5, 532016.6 164680.65, 532016.2 164680.25, 532013.5 164683.5, 532019.65 164688.55, 532019.9 164688.25, 532025.3 164692.75, 532028.37 164689.02, 532030 164690.4, 532032.05 164687.9, 532035.3 164683.95, 532032.35 164681.45, 532031.35 164681.4, 532030.1 164682.85, 532026.68 164680.03))",FALSE,8.46,0.0590448338248779,,PRE-1914,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,532023.6274243910,164682.80683034300,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401020930036,3,"POLYGON ((532164.95 164654.75, 532165.65 164655.4, 532168.65 164652.25, 532169.75 164653.3, 532173.15 164649.7, 532172.1 164648.7, 532177.45 164643, 532188.05 164653.1, 532182.7 164658.7, 532181.45 164657.5, 532178.15 164661, 532179.45 164662.2, 532174.05 164667.85, 532163.85 164658.2, 532160.6 164661.6, 532158.9 164659.95, 532161.7 164657.05, 532162.2 164657.55, 532162.95 164656.8, 532163.6 164657.4, 532164.45 164656.5, 532163.85 164655.95, 532164.95 164654.75))",FALSE,9.52,0.208717437147222,,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532175.1239789440,164655.5650962190,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Double (pre 2002),dom2
52401020930037,3,"POLYGON ((532199.69 164669.4, 532201.3 164671.4, 532202.3 164670.55, 532209.15 164679.1, 532199.95 164686.5, 532188.95 164672.85, 532197.15 164666.25, 532199.69 164669.4))",FALSE,6.07,0.150914110507499,,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532199.0259142910,164676.2930315790,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,No,Double (post 2002),dom3
52401020930038,2,"POLYGON ((532138.9 164883.22, 532143.05 164885.7, 532138.9 164892.65, 532137.4 164891.75, 532134.05 164897.35, 532131.52 164895.87, 532138.9 164883.22))",FALSE,6.42,0.1299336438361940,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532137.4337933790,164889.88453949500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930039,2,"POLYGON ((532113.07 164791.23, 532110.99 164795.32, 532103.34 164791.43, 532104 164790.05, 532100.55 164788.3, 532101.1 164787.3, 532098.45 164785.95, 532099.17 164784.36, 532101.75 164785.65, 532113.07 164791.23))",FALSE,6.03,0.127607627778022,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532106.3704581270,164790.1253115500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930040,1,"POLYGON ((532128.77 164934.65, 532134.18 164925.5, 532137.74 164927.58, 532132.29 164936.79, 532128.77 164934.65))",FALSE,3.94,0.0894105994787141,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,532133.2474181710,164931.13046676300,4.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930041,3,"POLYGON ((532034.94 164742.63, 532044.35 164747.5, 532040.15 164755.65, 532035.9 164753.45, 532035.15 164754.8, 532032.7 164753.55, 532033.4 164752.2, 532028.85 164749.8, 532033.08 164741.67, 532034.94 164742.63))",FALSE,11.95,0.0936361065950378,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532036.520607523,164748.83091442000,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401020930042,1,"POLYGON ((532130.62 164923.42, 532125.24 164932.5, 532121.72 164930.36, 532127.05 164921.34, 532130.62 164923.42))",FALSE,2.81,0.3941627014914450,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,532126.1610164820,164926.9040088700,4.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930043,2,"POLYGON ((532106.34 164776.8, 532103.77 164775.48, 532102.5 164777.9, 532105.09 164779.27, 532104.9 164779.65, 532108.4 164781.45, 532107.75 164782.75, 532115.45 164786.65, 532117.57 164782.49, 532106.34 164776.8))",FALSE,5.23,0.141632535939735,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532110.4824493540,164781.20396626900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930044,3,"POLYGON ((532029.3 164832.05, 532029.45 164829.38, 532025.9 164829.25, 532025.85 164831.94, 532024.5 164831.9, 532024.45 164833.35, 532020.25 164833.2, 532020.2 164835.05, 532016.25 164834.95, 532016.1 164839.85, 532016.95 164839.85, 532016.85 164843.42, 532028.96 164843.8, 532029.3 164832.05))",FALSE,8.41,0.0832594484478092,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532023.5392237950,164837.79368365400,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401020930045,2,"POLYGON ((532160 164903.14, 532157.69 164907.05, 532145.1 164899.62, 532146.65 164897, 532152.25 164900.3, 532152.99 164899.02, 532160 164903.14))",FALSE,6.39,0.126974089865529,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532153.0147753220,164901.96031372600,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930046,2,"POLYGON ((532130.23 164757.95, 532127.7 164761.35, 532120.55 164756, 532121.65 164754.55, 532118.05 164751.8, 532119.65 164749.65, 532130.23 164757.95))",FALSE,5.05,0.139872184436003,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532124.2697404720,164755.77818082300,1.0,dom,D,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401020930047,2,"POLYGON ((532115.1 164915, 532117.65 164910.7, 532118.55 164911.25, 532117.75 164912.55, 532118.85 164913.25, 532117.25 164916, 532118.54 164916.78, 532113.91 164924.57, 532110.59 164922.59, 532115.1 164915))",FALSE,5.92,0.1753670023877140,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532115.1022831220,164918.4248916390,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930048,2,"POLYGON ((532119.65 164749.65, 532121.45 164747.25, 532125.1 164750.05, 532126.1 164748.7, 532133 164754.23, 532130.23 164757.95, 532119.65 164749.65))",FALSE,5.68,0.126201473505242,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532126.6887424690,164752.46152728500,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401020930049,2,"POLYGON ((532146.01 164916, 532143.7 164914.65, 532144.55 164913.25, 532138.95 164910, 532140.47 164907.42, 532153.07 164914.87, 532150.76 164918.78, 532146.01 164916))",FALSE,6.16,0.05,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532146.3838597310,164913.2510213750,1.0,dom,E,C,Electricity,Unknown,RmHeaters,None,Electricity,PointOfUseInstant,Suspended,No,Below (premises),Internal Floor,Solid Brick,No,Double,dom3
52401020930050,1,"POLYGON ((532038.25 164626.5, 532036.4 164631, 532041 164632.9, 532040 164635.35, 532038.1 164634.55, 532037.85 164635.2, 532036.75 164634.75, 532035.35 164638.2, 532036.4 164638.6, 532036.15 164639.2, 532041.8 164641.55, 532046.55 164629.95, 532038.25 164626.5))",FALSE,3.26,0.05,,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,532040.8187634210,164633.9011883090,1.0,dom,G,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Single,dom0
52401020930051,2,"POLYGON ((532140.35 164917.32, 532138.16 164916.03, 532137.2 164917.75, 532139.4 164919, 532139.65 164918.5, 532140.55 164919.05, 532140 164919.9, 532142.75 164921.55, 532141.95 164922.9, 532148.48 164926.61, 532150.51 164923.28, 532140.35 164917.32))",FALSE,4.93,0.110774250354462,,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532144.4534419240,164921.68060917300,4.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930052,2,"POLYGON ((532106.72 164863.97, 532110.75 164866.39, 532106.04 164874.35, 532104.75 164873.6, 532102.4 164877.55, 532099.69 164875.97, 532106.72 164863.97))",FALSE,6.92,0.219949059153758,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532105.3396407080,164870.57397485600,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401020930053,1,"POLYGON ((532148.48 164926.61, 532146.45 164929.95, 532140.15 164926.15, 532140.8 164925, 532138.05 164923.35, 532138.6 164922.45, 532135.5 164920.6, 532136.2 164919.45, 532141.95 164922.9, 532148.48 164926.61))",FALSE,4.8,0.0741496062992125,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,532142.678743984,164925.15808271600,4.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401020930054,2,"POLYGON ((532134.85 164880.8, 532138.9 164883.22, 532131.52 164895.87, 532128.85 164894.3, 532132.2 164888.65, 532130.71 164887.76, 532134.85 164880.8))",FALSE,6.52,0.232182224325603,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532133.7930086860,164887.83038861900,1.0,dom,E,E,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Single,dom3
52401020930055,2,"POLYGON ((532102.95 164783.43, 532100.35 164782.15, 532099.17 164784.36, 532101.75 164785.65, 532113.07 164791.23, 532115 164787.45, 532107.35 164783.6, 532106.7 164784.8, 532103.15 164783.05, 532102.95 164783.43))",FALSE,4.99,0.1347143700499250,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532107.7380520070,164786.5009555700,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930056,2,"POLYGON ((532079.9 164825.4, 532081.2 164822.85, 532085.95 164825.25, 532086.6 164823.9, 532094.3 164827.8, 532092.31 164831.73, 532079.9 164825.4))",FALSE,6.54,0.168642662867504,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532087.587220049,164827.10052989100,1.0,dom,F,F,Mains Gas,Unknown,RmHeaters,Mains Gas,Mains Gas,PointOfUseInstant,Suspended,No,Pitched,No,Solid Brick,No,Single,dom3
52401020930057,2,"POLYGON ((532086.61 164843.03, 532084.45 164847.3, 532082.67 164846.4, 532076.74 164843.41, 532078.45 164840.1, 532077.2 164839.45, 532077.75 164838.45, 532078.95 164839.05, 532086.61 164843.03))",FALSE,8.01,0.111376688102893,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532081.5484606330,164843.05044777300,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Single,dom0
52401020930058,4,"POLYGON ((532029.05 164767.45, 532034 164769.9, 532039.35 164759, 532038.61 164758.63, 532026.9 164752.85, 532021.91 164762.88, 532021.5 164763.7, 532026.8 164766.3, 532026.35 164767.2, 532028.65 164768.35, 532029.05 164767.45))",FALSE,7.96,0.0959734513274336,,POST-1980,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,532030.4009234670,164761.4532474070,4.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Single,dom2
52401020930059,2,"POLYGON ((532104.94 164807.18, 532103.15 164810.7, 532095.45 164806.8, 532096.05 164805.45, 532089.95 164802.4, 532091.13 164799.91, 532104.94 164807.18))",FALSE,5.51,0.1857973721978040,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532097.8857475050,164805.4733945760,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930060,4,"POLYGON ((532021.75 164803.8, 532017.45 164803.7, 532017.8 164790.4, 532023.7 164790.55, 532023.8 164791, 532025.1 164791.05, 532025.05 164794.35, 532027.75 164794.45, 532027.55 164801.6, 532021.8 164801.45, 532021.75 164803.8))",FALSE,10.61,0.0937484923731818,,PRE-1914,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,532022.0321530230,164796.96518264600,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401020930061,2,"POLYGON ((532157.69 164907.05, 532155.35 164911.01, 532148.34 164906.82, 532149.1 164905.55, 532143.55 164902.25, 532145.1 164899.62, 532157.69 164907.05))",FALSE,6.35,0.215675756369426,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532150.9707421600,164905.43772853500,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401020930062,2,"POLYGON ((532126.75 164875.95, 532130.73 164878.33, 532123.23 164890.96, 532120.8 164889.5, 532124.2 164883.9, 532122.61 164882.96, 532126.75 164875.95))",FALSE,6.44,0.144751950390078,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532125.6937100930,164882.86517091800,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,No,Solid Brick,No,Double,dom0
52401020930063,2,"POLYGON ((532121.48 164774.84, 532119.56 164778.61, 532111.91 164774.71, 532112.65 164773.25, 532109.1 164771.45, 532110.28 164769.11, 532121.48 164774.84))",FALSE,6.4,0.225304824834808,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532115.5298527960,164773.9723211610,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom0
52401020930064,2,"POLYGON ((532090.44 164835.44, 532088.55 164839.18, 532075.81 164832.7, 532077 164830.3, 532082.1 164832.9, 532082.8 164831.55, 532090.44 164835.44))",FALSE,7.03,0.1494380046827570,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532083.6651684700,164834.59748049500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930065,2,"POLYGON ((532116.15 164766.4, 532110.07 164762.9, 532109.17 164764.66, 532107.63 164767.68, 532110.28 164769.11, 532121.48 164774.84, 532123.6 164770.7, 532116.15 164766.4))",FALSE,4.29,0.1198441164573310,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532115.5195968710,164768.9481237400,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930066,2,"POLYGON ((532110.75 164866.39, 532114.68 164868.74, 532107.61 164880.75, 532105 164879.2, 532107.4 164875.15, 532106.04 164874.35, 532110.75 164866.39))",FALSE,6.82,0.195898461538461,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532109.6443014690,164873.157004294,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,No,Double,dom0
52401020930067,1,"POLYGON ((532128.77 164934.65, 532125.24 164932.5, 532130.62 164923.42, 532134.18 164925.5, 532128.77 164934.65))",FALSE,2.55,0.361310898928737,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,532129.7035338990,164929.02056629900,4.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930068,3,"POLYGON ((532025.3 164785.5, 532019.9 164785.35, 532020 164782.45, 532018 164782.35, 532018.25 164773.5, 532028.8 164773.8, 532028.55 164782.8, 532025.35 164782.7, 532025.3 164785.5))",FALSE,9.05,0.0818715553987217,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532023.3045647050,164778.94423667300,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401020930069,3,"POLYGON ((532045.9 164728.2, 532045.95 164720.05, 532040.7 164720.01, 532036.1 164719.98, 532035.9 164728.25, 532042.35 164728.22, 532042.35 164731.15, 532047.15 164731.15, 532047.15 164730.44, 532047.15 164728.25, 532045.9 164728.2))",FALSE,10.26,0.0664196013208957,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532041.5102277730,164724.94851520900,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom2
52401020930070,3,"POLYGON ((532045.65 164732.75, 532043.8 164741.15, 532033.85 164739.2, 532035.48 164730.8, 532045.65 164732.75))",FALSE,10.94,0.0617212056236446,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532039.7021402320,164735.96107589000,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401020930071,2,"POLYGON ((532227.65 164744.6, 532226.4 164741.4, 532228.85 164740.4, 532227.35 164736.65, 532238.4 164732.3, 532240.15 164736.85, 532239.45 164737.15, 532240.85 164740.7, 532230.65 164744.7, 532230.2 164743.6, 532227.65 164744.6))",FALSE,7.9,0.0764772969428735,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532233.787549819,164738.8453089930,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom0
52401020930072,2,"POLYGON ((532122.61 164873.48, 532126.75 164875.95, 532122.61 164882.96, 532121.25 164882.15, 532117.9 164887.8, 532115.15 164886.14, 532122.61 164873.48))",FALSE,6.33,0.198525851552969,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532121.0658957030,164880.29447910000,1.0,dom,E,D,Mains Gas,Boiler,Radiators,Electricity,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom3
52401020930073,4,"POLYGON ((532058.4 164598.85, 532052.6 164596.8, 532052.15 164597.95, 532049.1 164596.9, 532049.6 164595.55, 532044.8 164593.85, 532048.95 164582.3, 532048.55 164582.15, 532050.3 164577.4, 532056.1 164579.5, 532055.7 164580.6, 532058.25 164581.55, 532058.65 164580.4, 532064.3 164582.45, 532059.7 164595.35, 532060 164595.6, 532060.15 164595.9, 532060.2 164596.2, 532060.2 164596.75, 532060 164597.25, 532059.7 164597.65, 532059.4 164597.85, 532058.7 164598.05, 532058.4 164598.85))",FALSE,11.6,0.080290122852528,,PRE-1914,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,532054.4642815780,164588.4246567540,1.0,dom,E,C,Electricity,Boiler,Radiators,Electricity,Electricity,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom2
52401020930074,1,"POLYGON ((532099.1 164904.85, 532100.7 164905.65, 532102.45 164902.65, 532099.25 164900.77, 532097.45 164903.9, 532092.75 164912, 532099.2 164915.75, 532102.85 164909.55, 532098 164906.75, 532099.1 164904.85))",FALSE,4.12,0.1051975745167110,,1945-1980,Dwell,,,,,,,,,,,,,,,,,,,,532098.1871124930,164909.05508993300,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401020930075,2,"POLYGON ((532106.85 164803.45, 532104.94 164807.18, 532091.13 164799.91, 532092.3 164797.45, 532098.5 164800.7, 532099.15 164799.45, 532106.85 164803.45))",FALSE,5.82,0.17088345323741,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532099.5575643760,164802.27110691200,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0
